ID,英文名稱,中文名稱,圖片,更新日期
2717538,Agallospira,圆环螺属{腹足类},,2016-10-24
2717539,Agalmatoaster,首饰星石属{钙质超微化石},,2016-10-24
2717540,Agarum,孔叶藻属,,2016-10-24
2717541,age dating,定年,,2016-10-24
2717542,age determination,年代测定,,2016-10-24
2717543,aged sea water,老化海水,,2016-10-24
2717544,Agetolitella,小阿盖特珊瑚属,,2016-10-24
2717545,Agetolites,阿盖特珊瑚属,,2016-10-24
2717546,aggregate,聚合体,,2016-10-24
2717547,aggregation plain,集积平原,,2016-10-24
2717548,aging,老化,,2016-10-24
2717549,Aglaiocypris,彩星介属{介形类},,2016-10-24
2717550,Aglestheria,华美叶肢介属,,2016-10-24
2717551,Agoniatites,无棱菊石属,,2016-10-24
2717552,Agoniatitida,无角菊石目{头足类},,2016-10-24
2717553,agonic line,无磁偏差线,,2016-10-24
2717554,Agulhas Current,阿古拉斯洋流,,2016-10-24
2717555,Agulhas Plateau,阿古拉斯海台,,2016-10-24
2717556,ahermatypic,非造礁性,,2016-10-24
2717557,Ahmuellerella,阿缪石属{钙质超微化石},,2016-10-24
2717558,Ahnfeltia,伊谷草属{红藻类},,2016-10-24
2717559,Aipichthys,艾皮鱼属,,2016-10-24
2717560,air bubble,气泡,,2016-10-24
2717561,air contaminant,空气污染物,,2016-10-24
2717562,air heave,空气推举作用,,2016-10-24
2717563,air hoar,大气冰晶沉积,,2016-10-24
2717564,air mass,气圈,,2016-10-24
2717565,air pollutants,空气污染物质,,2016-10-24
2717566,air pollution,空气污染；大气污染,,2016-10-24
2717567,air shooting,大气爆炸探测法,,2016-10-24
2717568,airborne electromagnetic survey,空中电磁测勘,,2016-10-24
2717569,air-borne substance,空气传播物,,2016-10-24
2717570,airgun,空气枪,,2016-10-24
2717571,airgun array,空气枪阵列,,2016-10-24
2717572,airgun bubble pulse,空气枪气泡脉波,,2016-10-24
2717573,air-lift method,气举法,,2016-10-24
2717574,air-sea exchange,海气交换,,2016-10-24
2717575,air-sea flux,海气通量,,2016-10-24
2717576,air-sea interaction,气海交互作用,,2016-10-24
2717577,air-sea interface,气海界面,,2016-10-24
2717578,air-water interface,气水界面,,2016-10-24
2717579,Airy isostatic hypothesis,艾里均衡假说,,2016-10-24
2717580,Airy's spiral,艾氏螺旋,,2016-10-24
2717581,Airy-Heiskanen system,艾里–海斯肯宁系统；艾里海斯肯宁均衡说,,2016-10-24
2717582,Alabaminidae,阿拉巴马虫科{有孔虫类},,2016-10-24
2717583,Alaiophyllum,阿莱珊瑚属,,2016-10-24
2717584,Alaria,翅藻属{褐藻类},,2016-10-24
2717585,Alatacythere,翅女神介属{介形类},,2016-10-24
2717586,alb,冰谷棚,,2016-10-24
2717587,albedo,反照率,,2016-10-24
2717588,Albian,阿尔布期{白垩纪},,2016-10-24
2717589,Albileberis,洁面介属,,2016-10-24
2717590,Alcyonaria,八射珊瑚亚纲,,2016-10-24
2717591,Alcyonidium,海冠苔藓虫属,,2016-10-24
2717592,Alderina,阿尔德苔藓虫属{苔藓类},,2016-10-24
2717593,Aleutian Basin,阿留申海盆,,2016-10-24
2717594,Aleutian island arc,阿留申岛弧,,2016-10-24
2717595,Aleutian Trench,阿留申海沟,,2016-10-24
2717596,Alexandrian,阿力山得期,,2016-10-24
2717597,alga,藻类,,2016-10-24
2717598,algae,海藻{alga的复数},,2016-10-24
2717599,algal,藻成的,,2016-10-24
2717600,algal bank,藻滩；藻堤,,2016-10-24
2717601,algal beach,藻海滩,,2016-10-24
2717602,algal bioherm,藻类生物岩礁,,2016-10-24
2717603,algal bloom,藻华,,2016-10-24
2717604,algal bound sand flat,藻结砂坪,,2016-10-24
2717605,algal carbonate,藻碳酸盐,,2016-10-24
2717606,algal chemistry,藻类化学,,2016-10-24
2717607,algal limestone,藻灰岩；藻类石灰岩,,2016-10-24
2717608,algal mat,藻席,,2016-10-24
2717609,algal mound,藻丘,,2016-10-24
2717610,algal pellet,藻粒,,2016-10-24
2717611,algal pit,藻穴,,2016-10-24
2717612,algal reef,藻礁,,2016-10-24
2717613,algal ridge,藻岭；藻脊,,2016-10-24
2717614,algal rim,藻缘礁,,2016-10-24
2717615,algal sapropel,藻质腐泥,,2016-10-24
2717616,algal structure,藻类构造,,2016-10-24
2717617,algal-reef sediment,藻礁沉积,,2016-10-24
2717618,Alisphaera,海石属；海球石属{钙质超微化石},,2016-10-24
2717619,alkali soil,碱土,,2016-10-24
2717620,alkali-andesite,碱性安山岩,,2016-10-24
2717621,alkali-basalt,碱性玄武岩,,2016-10-24
2717622,alkali-calcic index,碱钙指数,,2016-10-24
2717623,alkali-calcic series,碱钙系列,,2016-10-24
2717624,alkali-lime index,碱钙指数,,2016-10-24
2717625,alkali-lime series,碱钙岩系,,2016-10-24
2717626,alkalinity,碱度,,2016-10-24
2717627,alkali-vapor magnetometer,碱金属蒸汽磁力仪,,2016-10-24
2717628,Allepithema,奇罩螺属{腹足类},,2016-10-24
2717629,Alliatina,阿利提虫属{有孔虫类},,2016-10-24
2717630,Allogromiina,网足虫亚目{有孔虫类},,2016-10-24
2717631,Allosaurus,异龙属；异特龙属,,2016-10-24
2717632,Allostrophia,奇转螺属,,2016-10-24
2717633,Allotropiophyllum,奇壁珊瑚属,,2016-10-24
2717634,Alocopocythere,沟眼花介属,,2016-10-24
2717635,alongshore current,沿岸流,,2016-10-24
2717636,Alpha Ridge,阿尔法海脊,,2016-10-24
2717637,Altaja,阿尔泰柱珊瑚属,,2016-10-24
2717638,altimeter,高度计；测高仪,,2016-10-24
2717639,altimetry,测高术,,2016-10-24
2717640,aluminosilicates,铝矽酸盐{矿物},,2016-10-24
2717641,Alveolinellidae,小蜂巢虫科{有孔虫类},,2016-10-24
2717642,Alveolinidae,蜂巢虫科{有孔虫类},,2016-10-24
2717643,Alveolitella,小槽珊瑚属,,2016-10-24
2717644,Alveolites,槽珊瑚属,,2016-10-24
2717645,Amalocythere,嫩花介属{介形类},,2016-10-24
2717646,Amaltheus,绳菊石属,,2016-10-24
2717647,Amandophyllum,阿曼多珊瑚属,,2016-10-24
2717648,Amaurellina,准暗螺属；亚莫螺属{腹足类},,2016-10-24
2717649,Amauropsis,似暗螺亚属{腹足类},,2016-10-24
2717650,Amberleya,琥珀螺属{腹足类},,2016-10-24
2717651,ambient water quality,周遭水质,,2016-10-24
2717652,Amblyochara,迟钝轮藻属,,2016-10-24
2717653,Amelestheria,弱饰叶肢介属{节肢类},,2016-10-24
2717654,Amerasia Basin,美亚海盆,,2016-10-24
2717655,Amirante Trench,阿米兰特海沟,,2016-10-24
2717656,Ammobaculites,手杖虫属；砂杆虫属；砂棒虫属{有孔虫类},,2016-10-24
2717657,Ammocypris,瘤星介属{介形类},,2016-10-24
2717658,Ammodiscus,砂盘虫属{有孔虫类},,2016-10-24
2717659,Ammonia,卷转虫属{有孔虫类},,2016-10-24
2717660,ammonite,鲕状岩,,2016-10-24
2717661,ammonites,菊石类{头足类},,2016-10-24
2717662,Ammonoidea,菊石亚纲{头足类},,2016-10-24
2717663,Ammosiphonia,砂管口虫属{有孔虫类},,2016-10-24
2717664,Ammosphaeroidina,砂拟球虫属{有孔虫类},,2016-10-24
2717665,Ammotium,砂质虫属{有孔虫类},,2016-10-24
2717666,Amnicola,河边螺属{腹足类},,2016-10-24
2717667,Amnuralithus,暗弯角石属{钙质超微化石},,2016-10-24
2717668,Amonotis,无耳髻蛤属{双壳类},,2016-10-24
2717669,Amphicythere,双花介属{介形类},,2016-10-24
2717670,Amphidinium,前沟藻属{甲藻类},,2016-10-24
2717671,Amphidontes,双齿蛎属{双壳类},,2016-10-24
2717672,amphidrome,无潮点；潮节点,,2016-10-24
2717673,amphidromous,两向洄游{非生殖洄游},,2016-10-24
2717674,Amphileberis,双面介属{介形类},,2016-10-24
2717675,Amphioxus,文昌鱼,,2016-10-24
2717676,Amphiperas,梭贝属{双壳类},,2016-10-24
2717677,Amphipoda,端脚目,,2016-10-24
2717678,Amphiroa,双列藻属；蟹手藻属,,2016-10-24
2717679,Amphistegina,双盖虫属{有孔虫属},,2016-10-24
2717680,Amphizygus,双轭颗石属{钙质超微化石},,2016-10-24
2717681,amplexid type,包珊瑚式,,2016-10-24
2717682,Amplexiphyllum,包合珊瑚属,,2016-10-24
2717683,Amplexocarinia,脊板包珊瑚属,,2016-10-24
2717684,Amplexoides,拟包珊瑚属；似包珊瑚属,,2016-10-24
2717685,Amplexus,包珊瑚属,,2016-10-24
2717686,Amplogladius,宽剑螺属{腹足类},,2016-10-24
2717687,Amploualvata,大盘螺属{腹足类},,2016-10-24
2717688,Ampullina,坛螺属{腹足类},,2016-10-24
2717689,Ampullospira,旋台螺属{腹足类},,2016-10-24
2717690,Amsassia,阿姆塞士珊瑚属,,2016-10-24
2717691,Amussiopecten,盾海扇属{双壳类},,2016-10-24
2717692,Amussium,日月海扇属{双壳类},,2016-10-24
2717693,amygdaloidal basalt,杏仁状玄武岩,,2016-10-24
2717694,Amygdalophyllum,杏仁珊瑚属,,2016-10-24
2717695,amygdule,杏仁孔,,2016-10-24
2717696,anabolism,合成代谢；组成代谢,,2016-10-24
2717697,Anacrochordiceras,似疣菊石属{头足类},,2016-10-24
2717698,anadromous,溯河[洄游]的；溯河[繁殖]的,,2016-10-24
2717699,anaerobes,厌氧菌；厌氧生物,,2016-10-24
2717700,anaerobic,厌氧的；缺氧的,,2016-10-24
2717701,anaerobic bacteria,厌氧菌；厌氧性细菌,,2016-10-24
2717702,anaerobic layer,缺氧层,,2016-10-24
2717703,anaerobic oxidation,缺氧氧化,,2016-10-24
2717704,anaerobic sediments,缺氧沉积物,,2016-10-24
2717705,Anaethalion,阿纳鱼属,,2016-10-24
2717706,Anagymnites,似裸齿菊石属,,2016-10-24
2717707,Anakashmirites,似克什米尔菊石属{头足类},,2016-10-24
2717708,Anasibirites,似西伯利亚菊石属,,2016-10-24
2717709,Anatibetites,似西藏菊石属,,2016-10-24
2717710,Anatomites,切割菊石属,,2016-10-24
2717711,anchialine,海下水蚀洞,,2016-10-24
2717712,Ancylastrum,曲肿螺属{腹足类},,2016-10-24
2717713,Ancyloceratacea,钩菊石超科{头足类},,2016-10-24
2717714,Ancylus,曲螺属{腹足类},,2016-10-24
2717715,Andaman Basin,安达曼海盆,,2016-10-24
2717716,Andaman-Nicobar island arc,安达曼–尼科巴岛弧,,2016-10-24
2717717,Anderssonoceras,安德生菊石属{头足类},,2016-10-24
2717718,Anetotoceras,松卷菊石属{头足类},,2016-10-24
2717719,anglerfish,𩽾[𩾌],,2016-10-24
2717720,Angola Basin,安哥拉海盆,,2016-10-24
2717721,Anguilla,鳗属,,2016-10-24
2717722,Angularia,角螺属{腹足类}；具角藻属,,2016-10-24
2717723,Angulolithina,角颗石属{钙质超微化石},,2016-10-24
2717724,Angulyagra,多棱角螺属；角螺属{腹足类},,2016-10-24
2717725,Angustella,狭荚蛤属{双壳类},,2016-10-24
2717726,anhydrite,硬石膏；无水石膏,,2016-10-24
2717727,Anisopsis,似茴芹螺属{腹足类},,2016-10-24
2717728,Anisostoma,反口螺属{腹足类},,2016-10-24
2717729,Annelida,环节动物门,,2016-10-24
2717730,Annulithus,环颗石属{钙质超微化石},,2016-10-24
2717731,Anodonta,无齿蚌属{双壳类},,2016-10-24
2717732,Anodontoides,似无齿蚌属{双壳类},,2016-10-24
2717733,Anolcites,安诺菊石属{头足类},,2016-10-24
2717734,Anomalina,异常虫属{有孔虫类},,2016-10-24
2717735,Anomalocardia,畸心蛤属{双壳类},,2016-10-24
2717736,Anomalodesmata,异铰目；异韧目{双壳类},,2016-10-24
2717737,Anomalodiscus,畸盘蛤属{双壳类},,2016-10-24
2717738,Anomia,不等蛤属{双壳类},,2016-10-24
2717739,Anotoceras,似耳菊石属{头足类},,2016-10-24
2717740,anoxia,无氧,,2016-10-24
2717741,anoxic basin,无氧海盆；缺氧海盆[地质],,2016-10-24
2717742,anoxic bottom condition,海底无氧状态,,2016-10-24
2717743,anoxic condition,无氧情况,,2016-10-24
2717744,anoxic environment,无氧环境,,2016-10-24
2717745,anoxic pore water,无氧间隙水,,2016-10-24
2717746,anoxic state,无氧状态,,2016-10-24
2717747,anoxic water,无氧水；无氧水体,,2016-10-24
2717748,anoxic zone,无氧带；缺氧层,,2016-10-24
2717749,Antarctic Bottom Water (AABW),南极底层水,,2016-10-24
2717750,Antarctic Circumpolar Current (ACC),环南极[洋]流,,2016-10-24
2717751,Antarctic Intermediate Water (AAIW),南极中层水,,2016-10-24
2717752,Antarctic Ocean,南滨洋,,2016-10-24
2717753,Antarctic Plate,南极洲板块,,2016-10-24
2717754,Antarctica,南极大陆；南极古陆,,2016-10-24
2717755,Antheria,花珊瑚属,,2016-10-24
2717756,Antheriastraea,花星珊瑚属,,2016-10-24
2717757,Antherolitinae,花巢珊瑚亚科,,2016-10-24
2717758,anthozoan,珊瑚类,,2016-10-24
2717759,anthozoan polyp,珊瑚虫管,,2016-10-24
2717760,anti-amphidrome,潮奏点,,2016-10-24
2717761,anticyclonic,反气旋；反旋,,2016-10-24
2717762,anti-fouling,抗附著；抗污损,,2016-10-24
2717763,Antilles Current,安地列斯洋流,,2016-10-24
2717764,Antipatharia,角珊瑚目,,2016-10-24
2717765,Anulifera,多环螺属{腹足类},,2016-10-24
2717766,Anyuanestheria,安源叶肢介属,,2016-10-24
2717767,Aphanotylus,隐节螺属{腹足类},,2016-10-24
2717768,aphotic zone,无光带；无光区,,2016-10-24
2717769,Aploglyptus,简单雕壳叶肢介属,,2016-10-24
2717770,apogee,远地点,,2016-10-24
2717771,Aporrhais,鹅掌螺属{腹足类},,2016-10-24
2717772,apparent oxygen utilization (AOU),表观耗氧量,,2016-10-24
2717773,apparent solubility product,表观溶度积,,2016-10-24
2717774,apposition beach,并列沙滩,,2016-10-24
2717775,apron,裙地,,2016-10-24
2717776,Apseudocardinia,非假铰蚌属{双壳类},,2016-10-24
2717777,Apteodinium,阿普第藻属,,2016-10-24
2717778,Aptertapetra,无翅罩形颗石属{钙质超微化石},,2016-10-24
2717779,Apterygota,无翅类{节肢动物类},,2016-10-24
2717780,aquafact,海蚀石,,2016-10-24
2717781,aquiclude,低度含水层,,2016-10-24
2717782,Arabian Basin,阿拉伯海盆,,2016-10-24
2717783,Arabian Sea,阿拉伯海,,2016-10-24
2717784,Arabicodium,阿拉伯松藻属,,2016-10-24
2717785,Arachnastraea,蛛网星珊瑚属,,2016-10-24
2717786,Arachniophyllum,丛嵌珊瑚属,,2016-10-24
2717787,Araiostrotion,孔壁柱珊瑚属,,2016-10-24
2717788,arc magmatism,岛弧岩浆作用,,2016-10-24
2717789,Arca,箱蛤属；魁蛤{双壳类},,2016-10-24
2717790,Arcavicula,弓翼蛤属{双壳类},,2016-10-24
2717791,Arcestes,古菊石属{头足类},,2016-10-24
2717792,Archaeodiscus,古盘虫属{有孔虫类},,2016-10-24
2717793,Archaeosphaera,古球虫属{有孔虫类},,2016-10-24
2717794,Archaias,原始虫属；古虫属{有孔虫类},,2016-10-24
2717795,archibenthic,底栖大陆坡的,,2016-10-24
2717796,archipelago,群岛；列岛,,2016-10-24
2717797,Archipiliicae,原帽虫超科{放射虫类},,2016-10-24
2717798,Architectonica,原盖螺属{腹足类},,2016-10-24
2717799,Arconaia,曲蚌属{双壳类},,2016-10-24
2717800,Arcophyllum,箱珊瑚属,,2016-10-24
2717801,Arctic Ocean,北冰洋,,2016-10-24
2717802,Arctic Sea,北极海,,2016-10-24
2717803,Arctica,北极蛤属{双壳类},,2016-10-24
2717804,Arctoceratinae,北极菊石亚科{头足类},,2016-10-24
2717805,arc-trench gap,弧–沟间隙,,2016-10-24
2717806,arcuate delta,弧形三角洲,,2016-10-24
2717807,Arenaceous Foraminifera,砂质有孔虫目,,2016-10-24
2717808,Arenovidalina,砂质维达虫属{有孔虫类},,2016-10-24
2717809,Areoligera,异突藻属,,2016-10-24
2717810,Argentine Basin,阿根廷海盆,,2016-10-24
2717811,Arietites,单脊菊石属；白羊石属；白羊菊石属{头足类},,2016-10-24
2717812,Ariidae,海鲶科,,2016-10-24
2717813,Aristoptychites,高贵褶菊石属{头足类},,2016-10-24
2717814,Arkhangelskiella,阿氏颗石属{钙质超微化石},,2016-10-24
2717815,arm [in crinoids],腕{海百合},,2016-10-24
2717816,Armenina,亚美尼亚【虫筵】属{有孔虫类},,2016-10-24
2717817,Arpadites,阿帕菊石属{头足类},,2016-10-24
2717818,Arrhoges,弱饰螺属{腹足类},,2016-10-24
2717819,arrow worm,箭虫,,2016-10-24
2717820,artemia,丰年虾；卤虫,,2016-10-24
2717821,Arthrocardia,节心藻属,,2016-10-24
2717822,Articulina,有节虫属{有孔虫类},,2016-10-24
2717823,artificial beach,人工海滩,,2016-10-24
2717824,artificial coast,人工海岸,,2016-10-24
2717825,artificial habitat,人工栖所,,2016-10-24
2717826,artificial reef,人工鱼礁,,2016-10-24
2717827,Asanonella,小浅野氏虫属{有孔虫类},,2016-10-24
2717828,Ascidiella,小囊轮藻属,,2016-10-24
2717829,Ascodinium,囊沟藻属；子囊藻属,,2016-10-24
2717830,aseismic ridge,无震洋脊；无震海岭,,2016-10-24
2717831,ash bed,火山灰层,,2016-10-24
2717832,Aspenites,阿斯本菊石属{头足类},,2016-10-24
2717833,Aspidiophyllum,盾珊瑚属,,2016-10-24
2717834,Aspidolithus,盾颗石属{钙质超微化石},,2016-10-24
2717835,Aspidorhabdus,盾棒石属{钙质超微化石},,2016-10-24
2717836,Asserculinia,阿苏喀林珊瑚属,,2016-10-24
2717837,assimilation,同化[作用],,2016-10-24
2717838,Assipetra,阿西石属{钙质超微化石},,2016-10-24
2717839,Astacolus,龙虾虫属{有孔虫类},,2016-10-24
2717840,Asterigerina,星盘虫属{有孔虫类},,2016-10-24
2717841,Asteroarchaediscus,星古盘虫属{有孔虫类},,2016-10-24
2717842,Asterolith,星状颗石属{钙质超微化石},,2016-10-24
2717843,Asterorotalia,星轮虫属{有孔虫类},,2016-10-24
2717844,asthenosphere,软流圈,,2016-10-24
2717845,astrolophi,星射放射虫类,,2016-10-24
2717846,astronomical tide,天文潮,,2016-10-24
2717847,astrorhiza,星状沟{有孔虫类},,2016-10-24
2717848,asymmetrical ripple mark,不对称波痕,,2016-10-24
2717849,Ataxophragmiida,变房虫目{有孔虫类},,2016-10-24
2717850,Atelodictyon,不全网层孔虫属,,2016-10-24
2717851,Atelophyllum,不等珊瑚属,,2016-10-24
2717852,Atlantic margin,大西洋边缘,,2016-10-24
2717853,Atlantic Ocean,大西洋,,2016-10-24
2717854,Atlantic suite,大西洋岩群,,2016-10-24
2717855,Atlantic-type coast,大西洋型海岸,,2016-10-24
2717856,atmosphere-ocean interaction,海气相互作用,,2016-10-24
2717857,atmospheric input,大气输入,,2016-10-24
2717858,atmospheric sedimentation,大气沉降,,2016-10-24
2717859,atmospheric trace gases in seawater,海水中大气痕量气体,,2016-10-24
2717860,atoll,环礁,,2016-10-24
2717861,atoll island,环礁岛；环状珊瑚岛,,2016-10-24
2717862,atoll lagoon,环礁潟湖,,2016-10-24
2717863,atoll moor,环形泥炭沼泽,,2016-10-24
2717864,atoll reef,环状珊瑚礁；环礁,,2016-10-24
2717865,atoll ring,环礁圈,,2016-10-24
2717866,atoll structure,环礁状构造,,2016-10-24
2717867,atoll texture,环礁状组织；环状组织,,2016-10-24
2717868,Atopochara,奇异轮藻属,,2016-10-24
2717869,Atopocythere,奇花介属,,2016-10-24
2717870,Atopophyllum,奇异珊瑚属,,2016-10-24
2717871,attenuation,衰减,,2016-10-24
2717872,Aulacosphinctes,沟旋菊石属{头足类},,2016-10-24
2717873,Aulacothyris,槽孔贝属{腕足类},,2016-10-24
2717874,Aulacothyroides,拟槽孔贝属{腕足类},,2016-10-24
2717875,Aulina,轴星珊瑚属；轴管珊瑚属；轴管星珊瑚属,,2016-10-24
2717876,Auloclisia,管蛛网珊瑚属,,2016-10-24
2717877,Aulocystis,泡沫喇叭珊瑚属,,2016-10-24
2717878,Aulophyllum,中柱管珊瑚属；柱管珊瑚属,,2016-10-24
2717879,Aulopora,烟斗珊瑚属；喇叭孔珊瑚属,,2016-10-24
2717880,Aulotortus,管扭虫属{有孔虫类},,2016-10-24
2717881,Austinella,奥斯汀贝属{腕足类},,2016-10-24
2717882,Australian Plate,澳洲板块,,2016-10-24
2717883,Australophyllum,澳洲珊瑚属,,2016-10-24
2717884,Australorbis,南方圆螺属{腕足类},,2016-10-24
2717885,authigenic mineral,自生矿物,,2016-10-24
2717886,authigenic sediment,自生沉积物,,2016-10-24
2717887,autochthon,原地岩体,,2016-10-24
2717888,autochthone,原地岩体,,2016-10-24
2717889,autochthonous deposit,原地堆积,,2016-10-24
2717890,Autonomous Underwater Vehicle (AUV),水下自动巡航器；自主式水下载具,,2016-10-24
2717891,autotrophy,自营,,2016-10-24
2717892,avulsion,流水裂地；决口；冲裂；急流冲刷,,2016-10-24
2717893,axially symmetric sea gravimeter,轴对称海上重力仪；轴对称海洋重力仪,,2016-10-24
2717894,Axolithophyllum,石轴珊瑚属,,2016-10-24
2717895,Babylonia,东风螺属{腹足类},,2016-10-24
2717896,back arc area,弧后地区,,2016-10-24
2717897,back arc basin,弧后盆地,,2016-10-24
2717898,back arc spreading,弧后扩张,,2016-10-24
2717899,back arc subduction,弧后隐没；弧后俯冲,,2016-10-24
2717900,backreef,礁后；礁后区,,2016-10-24
2717901,backreef facies,后礁相；礁后相,,2016-10-24
2717902,backreef lagoon,礁后潟湖,,2016-10-24
2717903,backreef sediment,礁后沉积物,,2016-10-24
2717904,backscatter,反向散射,,2016-10-24
2717905,backscattering,向后散射,,2016-10-24
2717906,backshore beach,滨后滩,,2016-10-24
2717907,backshore deposit,滨后堆积,,2016-10-24
2717908,backshore terrace,滨后阶地；海蚀阶地,,2016-10-24
2717909,bag dredge,海底挖泥器,,2016-10-24
2717910,Baggina,袋形虫属{有孔虫类},,2016-10-24
2717911,Baisalina,贝塞虫属{有孔虫类},,2016-10-24
