ID,英文名稱,中文名稱,圖片,備註,更新日期
159694,rachilla(rhachilla),小穗轴,,,2012-11-26
159695,rachidial phase,茎叶期,,,2012-11-26
159696,racemulose,有小总状花的,,,2012-11-26
159697,racemule,小总状花序,,,2012-11-26
159698,racemose;racemous,总状花序的;总状的,,,2012-11-26
159699,racemose inflorescence,总状花序,,,2012-11-26
159700,racemose brancking,总状分枝式,,,2012-11-26
159701,racemization,消旋作用,,,2012-11-26
159702,racemiferous,有总状花的,,,2012-11-26
159703,racemism,不旋光的,,,2012-11-26
159704,racemic,不旋光的,,,2012-11-26
159705,racemic acid dl-tartaric acid,消旋酒石酸;dl酒石酸,,,2012-11-26
159706,racemic,1.串状花的;2.消旋的,,,2012-11-26
159707,raceme-cyme,总状聚繖花序,,,2012-11-26
159708,raceme redbud;Cercis racemosa Oliv.,垂丝紫荆,,,2012-11-26
159709,raceme,总状花序;串状花序,,,2012-11-26
159710,racemation,串状,,,2012-11-26
159711,racemase,自D-或L-异性体形成D-L-异性体等量的混合物酵素,,,2012-11-26
159712,Racelopodopsis,小叶水苔属,,,2012-11-26
159713,race-circle,族圈,,,2012-11-26
159714,race mixture;miscegenation,混血,,,2012-11-26
159715,race amelioration,品种改良,,,2012-11-26
159716,race allomorphosis,异系统异个体间的相对生长,,,2012-11-26
159717,race,小种;(同种内)族,,,2012-11-26
159718,Rabl-orientation,Rabl定向;后期的染色体持次一有丝分裂前期的定向,,,2012-11-26
159719,Rabenshorstia cephalotaxi Sawada,灰粗榧淡赤褐病菌,,,2012-11-26
159720,rabbit-ear iris;Iris laevigata Fisch,燕子花;杜若,,,2012-11-26
159721,R;regression coefficeint,回归系数,,,2012-11-26
159722,r unit,X射线量单位,,,2012-11-26
159723,r;Correlation coefficient,相关系数,,,2012-11-26
159724,R tgen-equivalent-physical;(Rep),物理仑琴当量;仑琴人受等值,,,2012-11-26
159725,R factor; drug resistance,抗性因子;抗药性质体,,,2012-11-26
159726,R enzyme;isoamylase;amylo-α1.6-glcosidase,R-酵素,,,2012-11-26
159727,R acid;2-naphthol-3.6-disulfonic acid,R酸;萘酚[2]二矿酸[3.6],,,2012-11-26
159728,Quisqualis;Rangoon-Creeper,使君子属(使君子科),,,2012-11-26
159729,Quisqualis indica L.var villosa Clarke,四川使君子;使君子(Makino),,,2012-11-26
159730,Quisqualis indica L.,使君子(开宝本草);留求子(南方草木状);印度使君子(Makino),,,2012-11-26
159731,Quirl malva;Malva verticillata L.,冬葵,,,2012-11-26
159732,quintuplet,五生子,,,2012-11-26
159733,quinquepartite,五分的,,,2012-11-26
159734,quinquefoliolate,有五小叶的,,,2012-11-26
159735,quinquefid,五裂的,,,2012-11-26
159736,quinquefoliate,五叶的,,,2012-11-26
159737,quinquefarious,五纵裂的,,,2012-11-26
159738,quinol; hydroquinone quinone,对苯二酚;二茎苯;奎宁酚;苯二酮;1，4环己二烯二酮,,,2012-11-26
159739,quinoa;Chenopodium quinoa,美国野藜(于),,,2012-11-26
159740,quinine,奎宁(奎宁【生+佥】),,,2012-11-26
159741,quinic acid,金鸡纳酸;1，2，4，5-四羟基环己甲酸,,,2012-11-26
159742,quincuncial,交互覆瓦状褶襞,,,2012-11-26
159743,quince;Cydonia oblonga Miller,榅桲,,,2012-11-26
159744,quinate,五小叶的,,,2012-11-26
159745,quina-quina,规那,,,2012-11-26
159746,quinamine,金鸡纳胺,,,2012-11-26
159747,quinalizarin,1，2，5，8-甲羟基葱醌,,,2012-11-26
159748,Quillaja saponaria Molina;Soap-bark tree,石碱木,,,2012-11-26
159749,Quillaja,石碱木属(蔷薇科),,,2012-11-26
159750,quill wrot;Isoetes,水韭,,,2012-11-26
159751,Quiinaceae,魁伊那科(双),,,2012-11-26
159752,quiescent stage,静止期,,,2012-11-26
159753,quiescent center,静止中心,,,2012-11-26
159754,quiescence,休止;静止,,,2012-11-26
159755,quickly avaiable,速效性的,,,2012-11-26
159756,quicklime,生石灰,,,2012-11-26
159757,quick acting manure,速效性肥料,,,2012-11-26
159758,Quetelet's curve,夸特来(Quetelet)[氏]曲线,,,2012-11-26
159759,Quercus;oak,栎树属(壳斗科),,,2012-11-26
159760,Quercus variabilis Bl;Chinese cork oak,栓皮栎;软木栎;粗皮栎;白麻栎;,,,2012-11-26
159761,Quercus suber L.;Cork oak,栓皮栎,,,2012-11-26
159762,Quercus stewardiane A.Camus,黔椆,,,2012-11-26
159763,Quercus spathulata Seem,匙叶栎;铁橡树;刺青刚,,,2012-11-26
159764,Quercus shottkayana Rehd et Wils;Cyclobalanopsis glancoides Schottky,滇椆;拟槠,,,2012-11-26
159765,Quercus senescens Hand-Mazz,灰背栎;灰背高山栎,,,2012-11-26
159766,Quercus semicaprifolia Smith,高山栎,,,2012-11-26
159767,Quercus rex Hemsl;Cycolbalanopsis rex(Hemsl)Shottky,大果稠;大果青刚,,,2012-11-26
159768,Quercus pseudose-micarpifolia A.Camus,光叶山栎,,,2012-11-26
159769,Quercus philly-raeoides A.Gray,鸟岗栎;石湳柴,,,2012-11-26
159770,Quercus pannosa Hand-Mazz,黄背栎,,,2012-11-26
159771,Quercus pachyloma Seem;Cycolbalanopsis pachyloma(Seem)Shottky,青稠,,,2012-11-26
159772,Quercus oxylon Miq;Cycolbalanopsis oxylon(Miq)Oerst,曼稠;曼青岗;短槠树,,,2012-11-26
159773,Quercus nubium Hand-Mazz;Cyclobalanopsis nubium(Hand-Mazz)Chun,云山稠;红稠;亮叶栎;杨梅粟,,,2012-11-26
159774,Quercus myrsinaefolia Bl,青稠;苦槠;青栲;细叶青栎;面槠(新牧),,,2012-11-26
159775,Quercus morii Hay;Cyclobalanpsis morii(Hay)Schottky,台湾稠;赤柯,,,2012-11-26
159776,Quercus monimotricha Hand-Mazz,矮山栎,,,2012-11-26
159777,Quercus mongolica Fisch,蒙古栎;小叶槲树;蒙古槲柞;柞树,,,2012-11-26
159778,Quercus liaotungensis Koidz,辽东栎;紫树;青岗柳;小叶青岗,,,2012-11-26
159779,Quercus lamellosa Smith;Cyclobalanopsis lamellosa(Smith)Oerst,薄片稠,,,2012-11-26
159780,Quercus kerri Crarb,平脉稠,,,2012-11-26
159781,Quercus infectoria Olivie,没食子栎,,,2012-11-26
159782,Quercus jenseniana Hand-Mazz,大叶稠;大叶青乐栎,,,2012-11-26
159783,Quercus hui Chun;Cyclobalanopris hui (Chun)Chun,雷公稠;苦槌树;槟榔稠;雷公果,,,2012-11-26
159784,Quercus helferiana A.DC;Cyclobalanopsis helferiana(A.DC)Oerst,毛枝稠;毛枝滇青岗,,,2012-11-26
159785,Quercus griffithii Hook f. et Thoms,大叶栎,,,2012-11-26
159786,Quercus glauca Thunb,铁稠;青刚栎;青栲;铁栎;校𪴙(台湾),,,2012-11-26
159787,Quercus glandulifera Bl;Q.serrata Thunb,枹栎;枹树;青岗树;柞木;枹(纲目),,,2012-11-26
159788,Quercus glandalifera var brevipetiolata Nakai,短柄枹栎,,,2012-11-26
159789,Quercus gilva Bl;Cyclobalanopsis gilva (Bl)Oerst,赤皮稠;赤皮,,,2012-11-26
159790,Quercus gilliana Rehd et Wils,川西栎,,,2012-11-26
159791,Quercus franchetii Skan,锥连栎,,,2012-11-26
159792,Quercus flauryi Hick et A Camus;Cyclobalanapsis Fleuryi(Hick et A.Camus)Chun,饭甑椆 ;金钟饭甑子;饭甑树,,,2012-11-26
159793,Quercus fabri Hance,白栎;白反栎;青刚树,,,2012-11-26
159794,Quercus engleriana Seem,巴东栎;小叶青刚,,,2012-11-26
159795,Quercus dentate Thunb;Daimyo oak,炸栎;槲树;橡树;青岗,,,2012-11-26
159796,Quercus delavayi Franch;Cyclobalanopsis delavayi(Franch)Shottky,黄稠;黄栎,,,2012-11-26
159797,Quercus cocciferoides Hand-Mazz,铁橡栎,,,2012-11-26
159798,Quercus chenii Nakai,小叶栎,,,2012-11-26
159799,Quercus championii Benth;Cyclobalanopsis championii Oerst,岭南稠;岭南青刚栎,,,2012-11-26
159800,Quercus blakei Skan;Cyclobalanopsis blakei(Skan)Schottky,栎子椆;小叶岭楣;栎子树,,,2012-11-26
159801,Quercus bella Chun et Chiang;Cyclobalanopsis bella(Chun et Chiang)Chun,槟榔椆;美栎;宜都子,,,2012-11-26
159802,Quercus baronii Skan,橿子栎;黄疆子;栀子树;橿子树,,,2012-11-26
159803,Quercus bambusaefolia Hance;Cyclobalanopsis bambusaefolia (hance)Chun,竹叶椆 ;竹叶栎,,,2012-11-26
159804,Quercus aqustinii Skan.;Cyclobalanopsis angustinii(Skan)Schottky,扫巴椆;扫巴栎,,,2012-11-26
159805,Quercus aquifolioides Rehd.et Wils,巴郎栎,,,2012-11-26
159806,Quercus aliena var.acuteserrata Maxim.,锐齿槲栎,,,2012-11-26
159807,Quercus aliena Bl.,槲栎;细皮青刚;软脚栎;大叶枥柴,,,2012-11-26
159808,Quercus acutissima Carr; low-level oak,麻栎;青刚; 橡树; 栎树,,,2012-11-26
159809,Quercus acuta Thunb.;Japanese evergreen oak,林栎;血槠,,,2012-11-26
159810,quercitrin,槲皮,,,2012-11-26
159811,quercite，quercitol,槲皮醇;环己壬醇,,,2012-11-26
159812,quercitanin,槲皮鞣素,,,2012-11-26
159813,quercin,槲皮素,,,2012-11-26
159814,Quercifilix zeylanica,地耳蕨,,,2012-11-26
159815,Quercifilix,地耳蕨属(三叉蕨科),,,2012-11-26
159816,quercetin,槲皮素;槲黄素,,,2012-11-26
159817,Queensland nut;Australian nut;Macadamia nut;Macadamia ternifolia F.Muell,昆士兰龙眼;澳洲胡桃,,,2012-11-26
159818,Queensland arrowroot;Canna edulis Ker.,食用美人蕉,,,2012-11-26
159819,quebrachamine,白坚木胺,,,2012-11-26
159820,queen stock;gilli flower;stock;Matthiola,紫罗兰,,,2012-11-26
159821,quaternary hybrid,四原杂种;四祖杂种,,,2012-11-26
159822,Quaternary period,第四纪,,,2012-11-26
159823,quaternary,第四,,,2012-11-26
159824,Quaternary,第四纪,,,2012-11-26
159825,Quassia Family;Simarubaceae,苦木科,,,2012-11-26
159826,Quassia;Quassia,苦木属,,,2012-11-26
159827,quassin,苦木素,,,2012-11-26
159828,quasi-static,准静态的,,,2012-11-26
159829,quasi-organism,准生物,,,2012-11-26
159830,quasi-normals,拟正常型,,,2012-11-26
159831,quasidipolid(Hsu 1957),拟二倍体,,,2012-11-26
159832,quasi-continuous variation,拟连续变异,,,2012-11-26
159833,quasi-continuous character(Grunberg 1952),似连续性状,,,2012-11-26
159834,quasibivalent (Qstergren & Vigfusson 1953),拟二价体,,,2012-11-26
159835,quartile deviation,四分位差,,,2012-11-26
159836,quartet; tetrad,四分孢子;四分体; 四体,,,2012-11-26
159837,quarternate arrangement,四叶轮生,,,2012-11-26
159838,quarantine,检疫,,,2012-11-26
159839,quantum yield of photosynthesis,光合成的量子数量,,,2012-11-26
159840,quantum theory of gene,基因量子论,,,2012-11-26
159841,quantum requirement,量子需要量,,,2012-11-26
159842,quantum of light,光量子,,,2012-11-26
159843,quantum evolution(Simpson 1944),量子式演化,,,2012-11-26
159844,quantum efficiency,量子效率,,,2012-11-26
159845,quantum,量子,,,2012-11-26
159846,quantitative variation,数量[的]变异,,,2012-11-26
159847,quantitative relation,量的关系,,,2012-11-26
159848,quantitative inheritance theory,数量遗传说,,,2012-11-26
159849,quantitative inheritance,数量遗传,,,2012-11-26
159850,quantitative gene;quantitative factor,数量遗传学,,,2012-11-26
159851,quantitative character,数量性状,,,2012-11-26
159852,quantimeter,X线量计,,,2012-11-26
159853,quantasome(park & Pon 1961),量子换能粒体,,,2012-11-26
159854,Quamoclit;star-glory,茑萝属(旋花科),,,2012-11-26
159855,Quamoclit pennata Bojer;cypress vine,茑萝,,,2012-11-26
159856,Quamoclit lobata House,墨西哥茑萝,,,2012-11-26
159857,Quamoclit coccinea Moench.;scarlet ipomoea;star ipomoea,朱衣茑萝,,,2012-11-26
159858,Quamoclit cardinalis Hort; cardinal climber,羽衣茑萝,,,2012-11-26
159859,Quamoclit angulata Bojer,圆叶茑萝,,,2012-11-26
159860,qualitative relation,质的关系,,,2012-11-26
159861,qualitative character,质的性状,,,2012-11-26
159862,quadruplex(Blakeslee，Belling & Farnham 1923),四重显性基因(多倍体),,,2012-11-26
159863,quadruplet,四联组(遗传密码),,,2012-11-26
159864,quadruple diploid,四重二倍体,,,2012-11-26
159865,quadrivalvate,有四瓣的,,,2012-11-26
159866,quadrivalent,四价体;四价染色体,,,2012-11-26
159867,quadripolar spindle,四极纺锤体,,,2012-11-26
159868,quadriplex,四重式,,,2012-11-26
159869,quadripinnate,有四羽的;有四羽叶的,,,2012-11-26
159870,quadripartite stucture,四分构造,,,2012-11-26
159871,quadrinomial nomenclature,四名法,,,2012-11-26
159872,quadrilocular anther,四室药,,,2012-11-26
159873,quadrifoliate,四叶的,,,2012-11-26
159874,quadrifid,四裂的,,,2012-11-26
159875,quadricapsular,四蒴的;四囊的,,,2012-11-26
159876,quadrat method,方框法,,,2012-11-26
159877,quadrat,方框,,,2012-11-26
159878,Qo2,(呼吸中)氧[的]消费量,,,2012-11-26
159879,Q-enzyme,Q酵素,,,2012-11-26
159880,Qco2,(呼吸中)CO2 [的]吐出量,,,2012-11-26
159881,Q10,温度系数,,,2012-11-26
159882,Pyxis;pyxidium,盖果;盖裂果,,,2012-11-26
159883,Pyxine,黑星属(地衣),,,2012-11-26
159884,pyxidium;pyxis,盖果;盖裂果,,,2012-11-26
159885,Pythium ultimum Trow,番薯白腐病菌之一;红松、黑松、赤松苗立枯病菌之一,,,2012-11-26
159886,Pythium splendens Braun,【牛+龙】牛儿草茎腐病菌之一,,,2012-11-26
159887,Pythium spinsoum Sawada,番薯白腐病菌之一;百甘草立枯病菌;金鱼草苗腐病菌,,,2012-11-26
159888,Pythium paddicum Hirane,红花三叶草、白花三叶草、瑞典三叶草、紫云英褐色雪腐病菌之一,,,2012-11-26
159889,Pythium oryzae Ito et Tokunaga,稻苗腐败病菌,,,2012-11-26
159890,Pythium meqalacanthum de Bary,亚麻烧病菌,,,2012-11-26
159891,Pythium iwayamai Ito,麦类褐色雪腐病菌,,,2012-11-26
159892,Pythium megalacanthum deBary var.Callistephi Tasugi et Shiino,翠菊立枯病菌,,,2012-11-26
159893,Pythium debaryanum Hesse,豌豆苗立枯病菌,,,2012-11-26
159894,Pythium debaryanum Hesse var.Pelargonii Braun,【牛+龙】牛儿草茎腐病菌之一,,,2012-11-26
159895,Pythium cucurbitacearum Takimoto,胡瓜苗立枯病菌之一,,,2012-11-26
159896,Pythium complectens Braun,【牛+龙】牛儿草茎枯病菌,,,2012-11-26
159897,Pythium arrhenomanes Drechsler,玉蜀黍根腐病菌,,,2012-11-26
159898,Pythium aphanid-ermatum(Edson)Fitzpatrick,菜豆绵腐病菌;南瓜类绵腐病菌,,,2012-11-26
159899,Pythium afertile Kanouse et Humphery,莲腐败病菌之一,,,2012-11-26
159900,Pythium,草苗立枯病菌属,,,2012-11-26
159901,Pythiacystis citrophthora Smith;Phytophthora citrophthora(R.E.Smith)et E.H.Smith)Leonian,柑橘褐色腐败病菌,,,2012-11-26
159902,pythiaceae,草苗立枯病菌科,,,2012-11-26
159903,pyruvic phosphokinase,焦葡萄酸燐酸激,,,2012-11-26
159904,pyruvic oxidase,焦葡萄酸氧化酶,,,2012-11-26
159905,pyruvic carbpxylase,焦葡萄酸脱羰酶,,,2012-11-26
159906,pyruvate,丙酮酸盐;焦葡萄酸盐,,,2012-11-26
159907,pyruvic acid,焦葡萄酸;α-丙酮酸(乙醯甲酸),,,2019-03-12
159908,Pyrus;pear,梨属(蔷薇科),,,2012-11-26
159909,Pyrus xerophila Yu,木梨;酸梨;野梨;棠梨,,,2012-11-26
159910,Pyrus ussuriensis var.ovoidea Rehd.,香水梨(河水遵化),,,2012-11-26
159911,Pyrus ussuriensis Maxim.,秋子梨;花盖梨(东三省);沙果梨;酸梨,,,2012-11-26
159912,Pyrus sylvestris Mill.;P.communis L.;P.malus L.,西洋梨,,,2012-11-26
159913,Pyrus spectabilis Ait.,贴梗海棠(群芳谱),,,2012-11-26
159914,Pyrus sinkiangensis Yu,新疆梨,,,2012-11-26
159915,Pyrus sinensis Lindl.var.culta Makino,梨(别录);玉乳(本草纲目);快果;果宗;密父,,,2012-11-26
159916,Pyrus serrulata Rehd.,麻梨;麻梨子黄皮梨,,,2012-11-26
159917,Pyrus serotina Rehd.;sand pear,沙梨,,,2012-11-26
159918,Pyrus phrifolia(Burm.f.)Nakai,沙李,,,2012-11-26
159919,Pyrus phaeocarpa Rehd.,杜梨(陈嵘),,,2012-11-26
159920,Pyrus pashia Buch.-Ham.ex D.Don,川梨(陈嵘)棠梨刺,,,2012-11-26
159921,Pyrus lindleyi Rehd.,岭南梨(陈嵘),,,2012-11-26
159922,Pyrus kawakamii Hayata;evergreen pear,台湾野梨,,,2012-11-26
159923,Pyrus communis L.;P.sylvestris Mill.;P.malus L.;pear;common pear;occidental pear;pear-tree;wild pear,西洋梨,,,2012-11-26
159924,Pyrus calleryana Dcne.,豆梨(湖南岳州);鹿梨(图经);罗;阳檖(尔雅);鼠李;赤罗(毛苌注);树梨(毛苌注);山梨(毛苌注),,,2012-11-26
159925,Pyrus bretschneider Rehd.,白桂木;罐梨;白梨,,,2012-11-26
159926,Pyrus betluaefolia Bunge,杜梨;棠梨(图考),,,2012-11-26
159927,Pyrus autumnalis Koidz.,鹿梨(日本),,,2012-11-26
159928,Pyrrosia;felt-fern,石苇属(蕨),,,2012-11-26
159929,Pyrrosia transmorrisonensis Ching,玉山石苇,,,2012-11-26
159930,Pyrrosia tonkinensis(Christ) Ching,越南石苇,,,2012-11-26
159931,Pyrrosia subfurfuracea(Hook.)Ching,绒毛石苇,,,2012-11-26
159932,Pyrrosia sinensis Wu,华檀梨,,,2012-11-26
159933,Pyrrosia sheareri(Bak.)Ching;Polypodium sheareri Bak.,卢山石苇;大石苇;光板石苇,,,2012-11-26
159934,Pyrrosia polydactyois Ching,枫叶石苇,,,2012-11-26
159935,Pyrrosia petiolosa(Christ)Ching;Polypodium petiolosum Christ et Baroni,有柄石苇;石苇(本经别录),,,2012-11-26
159936,Pyrrosia pekinensis(C.Chr.)Ching;Cyclophorus pekinensis C.Chr.;P.davidrii(Gies)Ching,北平石苇;小石苇,,,2012-11-26
159937,Pyrrosia mollis var mollissima(Christ)Ching,大叶石苇,,,2012-11-26
159938,Pyrrosia mollis (Kze.)Ching,柔软石苇,,,2012-11-26
159939,Pyrrosia matsudai Tagawa,松田氏石苇,,,2012-11-26
159940,Pyrrosia martinii(Christ)Ching,短圆石苇,,,2012-11-26
159941,Pyrrosia lingua(Thunb.)Farw.;P.chinensis Mirbel;Acrostichum lingua Thunb.;Cyclophorus ligua Desv.,石苇;石剑箬;小石苇;金背茶匙,,,2012-11-26
159942,Pyrrosia linearifolia Ching. Var.heterolepis Tagawa,台湾线叶石苇,,,2012-11-26
159943,Pyrrosia linearifolia Ching,线叶石苇,,,2012-11-26
159944,Pyrrosia gralla(Gies)Ching,西南石苇(中药志);石苇(云南),,,2012-11-26
159945,Pyrrosia edulis A.DC.,檀梨;油葫芦,,,2012-11-26
159946,Pyrrosia drakeana(Franch.)Ching;Polypodium drankeanum Franch,毡毛石苇,,,2012-11-26
159947,Pyrrosia davidii (Gies)Ching;P.pekinensis(C.Chr.)Ching,北平石苇,,,2012-11-26
159948,Pyrrosia assimilis (Bak.)Ching,相似石苇,,,2012-11-26
159949,Pyrrosia adnascens(Sas.)Ching,贴生石苇;石头蛇,,,2012-11-26
159950,Pyrrosia,檀梨属(檀香科),,,2012-11-26
159952,pyrroline,二氢吡咯,,,2012-11-26
159953,Pyrrophyta;Dinoflagellates and Cryptomon-ads.;fire algae,黄褐藻门,,,2012-11-26
159954,pyrrole ring,吡咯核,,,2012-11-26
159955,pyrrolidine,吡咯啶;四氢吡咯,,,2012-11-26
159956,pyrrole,吡咯;一氮二烯伍圜,,,2012-11-26
159957,pyrotartaric acid,焦酒石酸,,,2012-11-26
159958,pyroracemic acid;pyruvic acid,焦葡萄酸;乙醯甲酸;α-丙酮酸,,,2019-03-12
159959,pyroporphyrin,焦性吡咯紫质,,,2012-11-26
159960,pyrophosphorylase,焦磷酸化酶,,,2012-11-26
159961,pyrophosphorolysis,焦磷酸化分解,,,2012-11-26
159962,pyrophosphoric acid,焦磷酸,,,2012-11-26
159963,pyrophosphatase,焦磷酸酶,,,2012-11-26
159964,pyrone,二氧二烯陆圜,,,2012-11-26
159965,pyromucic acid;αfuroic acid,糖酸;α-呋喃甲酸,,,2012-11-26
159966,Pyrolaceae;pyrola family,鹿蹄草科,,,2012-11-26
159967,Pyrola rotundifolia L.,鹿蹄草(图考;中药志);圆叶鹿蹄草;冬绿;破血丹,,,2012-11-26
159968,pyrola family;Pyrolaceae,鹿蹄草科,,,2012-11-26
159969,Pyrola,鹿蹄草属,,,2012-11-26
159970,pyrogallotannin,邻苯三酚鞣质,,,2012-11-26
159971,pyrogallophthalein;gallein,五倍子酚酞,,,2012-11-26
159972,pyrogallol,五倍子酚;1，2，3三羟基苯;焦性没食子酚,,,2012-11-26
159973,pyrogallic acid;pyrogallol,焦性没食子酸;焦性没食子酚,,,2012-11-26
159974,pyrogallate,焦倍酸盐,,,2012-11-26
159975,Pyrocystis noctiluca Murray,夜光藻,,,2012-11-26
159976,Pyrocystis,夜光藻属,,,2012-11-26
159977,Pyrocysteae,夜光藻亚科,,,2012-11-26
159978,pyroclavine,焦麦角碱,,,2012-11-26
